name,gender,disciplines,country
WALLINIUS Karl,Male,['Handball'],Sweden
WANNE Hampus,Male,['Handball'],Sweden
KARLSSON Sebastian,Male,['Handball'],Sweden
CARLSBOGAARD Jonathan,Male,['Handball'],Sweden
CLAAR Felix,Male,['Handball'],Sweden
THULIN Tobias,Male,['Handball'],Sweden
PELLAS Lucas,Male,['Handball'],Sweden
BERGENDAHL Oscar,Male,['Handball'],Sweden
SANDELL Lukas,Male,['Handball'],Sweden
PALICKA Andreas,Male,['Handball'],Sweden
MOELLER Felix,Male,['Handball'],Sweden
LAGERGREN Albin,Male,['Handball'],Sweden
PETTERSSON Daniel,Male,['Handball'],Sweden
DARJ Max,Male,['Handball'],Sweden
EDVARDSSON Jonathan,Male,['Handball'],Sweden
MUSETTI Lorenzo,Male,['Tennis'],Italy
BRONZETTI Lucia,Female,['Tennis'],Italy
VAVASSORI Andrea,Male,['Tennis'],Italy
ARNALDI Matteo,Male,['Tennis'],Italy
ERRANI Sara,Female,['Tennis'],Italy
DARDERI Luciano,Male,['Tennis'],Italy
COCCIARETTO Elisabetta,Female,['Tennis'],Italy
TALAT Kishmala,Female,['Shooting'],Pakistan
RAHMOUNI Yessin,Male,['Equestrian'],Morocco
KEUNIMJAEVA Aktenge,Female,['Wrestling'],Uzbekistan
MAHMOUD Jana,Female,['Artistic Gymnastics'],Egypt
ELDEEB Johara,Female,['Rhythmic Gymnastics'],Egypt
ABDUSATTOROVA Ziyodakhon,Female,['Archery'],Uzbekistan
MOHAMED Omar,Male,['Artistic Gymnastics'],Egypt
MOHAMED Abdellatif,Male,['Wrestling'],Egypt
SADIKOV Amirkhon,Male,['Archery'],Uzbekistan
ARIN Neslihan,Female,['Badminton'],Türkiye
HRISTOV Mark,Male,['Judo'],Bulgaria
ABDELRAHMAN Mahmoud,Male,['Wrestling'],Egypt
IVANOV Ivaylo,Male,['Judo'],Bulgaria
MOHAMED Moamen,Male,['Wrestling'],Egypt
GABR Mohamed,Male,['Wrestling'],Egypt
PENEV Kevin,Male,['Artistic Gymnastics'],Bulgaria
SANCHO Sebastian,Male,['Judo'],Costa Rica
KIRBY Jack,Male,['Swimming'],Barbados
GEORGIEVA Valentina,Female,['Artistic Gymnastics'],Bulgaria
ANDERSON Navasky,Male,['Athletics'],Jamaica
BEHAIRY Lamar,Female,['Rhythmic Gymnastics'],Egypt
ELSAYED Mohamed,Male,['Wrestling'],Egypt
METWALLY Mohamed,Male,['Wrestling'],Egypt
DIAZ Mario Alberto,Male,['Athletics'],Cuba
ESPINOSA Reynaldo R,Male,['Athletics'],Cuba
ABDELAZIZ ELSAYED Abdelrahman,Male,['Weightlifting'],Egypt
HECHAVARRIA Andy,Male,['Athletics'],Cuba
ABBAS Halima,Female,['Weightlifting'],Egypt
EHLERS Nils,Male,['Beach Volleyball'],Germany
WICKLER Clemens,Male,['Beach Volleyball'],Germany
LUDWIG Laura,Female,['Beach Volleyball'],Germany
MUELLER Svenja,Female,['Beach Volleyball'],Germany
FROMM Christian,Male,['Volleyball'],Germany
GROZER Gyorgy,Male,['Volleyball'],Germany
KAMPA Lukas,Male,['Volleyball'],Germany
KARLITZEK Moritz,Male,['Volleyball'],Germany
KRICK Tobias,Male,['Volleyball'],Germany
REICHERT Moritz,Male,['Volleyball'],Germany
SCHOTT Ruben,Male,['Volleyball'],Germany
ZENGER Julian,Male,['Volleyball'],Germany
ZIMMERMANN Jan,Male,['Volleyball'],Germany
LIPPMANN Louisa,Female,['Beach Volleyball'],Germany
BREHME Anton,Male,['Volleyball'],Germany
TILLMANN Cinja,Female,['Beach Volleyball'],Germany
MAASE Lukas,Male,['Volleyball'],Germany
TILLE Johannes,Male,['Volleyball'],Germany
BRAND Tobias,Male,['Volleyball'],Germany
ABOKAHLA Karim,Male,['Weightlifting'],Egypt
MARTINEZ Lazaro,Male,['Athletics'],Cuba
BARNES Zandrion,Male,['Athletics'],Jamaica
SAID Neama,Female,['Weightlifting'],Egypt
AHMED Sara,Female,['Weightlifting'],Egypt
BENNETT Orlando,Male,['Athletics'],Jamaica
MECA Kaltra,Female,['Swimming'],Albania
WAGNER Anna-Maria,Female,['Judo'],Germany
BUTKEREIT Miriam,Female,['Judo'],Germany
MENZ Katharina,Female,['Judo'],Germany
STARKE Pauline,Female,['Judo'],Germany
LUCHT Renee,Female,['Judo'],Germany
WANDTKE Igor,Male,['Judo'],Germany
TRIPPEL Eduard,Male,['Judo'],Germany
CAVELIUS Timo,Male,['Judo'],Germany
ABRAMOV Erik,Male,['Judo'],Germany
BALLHAUS Mascha,Female,['Judo'],Germany
KOXHAKU Grisi,Male,['Swimming'],Albania
PARADA Alejandro,Male,['Athletics'],Cuba
ZAYAS Luis Enrique,Male,['Athletics'],Cuba
NGUYEN Thi That,Female,['Cycling Road'],Vietnam
DO Thi Anh Nguyet,Female,['Archery'],Vietnam
KALUCKA Aleksandra,Female,['Sport Climbing'],Poland
le Quoc Phong,Male,['Archery'],Vietnam
MIROSLAW Aleksandra,Female,['Sport Climbing'],Poland
QUAKE,Male,['Breaking'],Chinese Taipei
TRINH van Vinh,Male,['Weightlifting'],Vietnam
KALLBERG Anton,Male,['Table Tennis'],Sweden
BERGAND Filippa,Female,['Table Tennis'],Sweden
KALLBERG Christina,Female,['Table Tennis'],Sweden
BERGSTROM Linda,Female,['Table Tennis'],Sweden
KARLSSON Kristian,Male,['Table Tennis'],Sweden
MOREGARD Truls,Male,['Table Tennis'],Sweden
EL FALLAKI Ilias,Male,['Swimming'],Morocco
EL BARODI Imane Houda,Female,['Swimming'],Morocco
OSMANOV Adil,Male,['Judo'],Republic of Moldova
LATISEV Mihail,Male,['Judo'],Republic of Moldova
MITSIN Petar Petrov,Male,['Swimming'],Bulgaria
RUZIEV Doston,Male,['Judo'],Uzbekistan
ALDRIN Jeswin,Male,['Athletics'],India
NURILLAEV Sardor,Male,['Judo'],Uzbekistan
CHITHRAVEL Praveen,Male,['Athletics'],India
ROBLES Alvaro,Male,['Table Tennis'],Spain
XIAO Maria,Female,['Table Tennis'],Spain
CABANA PEREZ Cristina,Female,['Judo'],Spain
CASES ROCA Salvador,Male,['Judo'],Spain
GARCIA TORNE David,Male,['Judo'],Spain
GARRIGOS Francisco,Male,['Judo'],Spain
MARTINEZ ABELENDA Laura,Female,['Judo'],Spain
MOSAKHLISHVILI Tristani,Male,['Judo'],Spain
SHERAZADISHVILI Nikoloz,Male,['Judo'],Spain
TORO SOLER Ariane,Female,['Judo'],Spain
TSUNODA ROUSTANT Ai,Female,['Judo'],Spain
KUCERA Kamil,Male,['Weightlifting'],Czechia
MILADINOV Josif,Male,['Swimming'],Bulgaria
EPITROPOV Lyubomir,Male,['Swimming'],Bulgaria
SILVA Djamila,Female,['Judo'],Cabo Verde
GEORGIEVA Gabriela,Female,['Swimming'],Bulgaria
ALVARES de OLIVEIRA Victor,Male,['Fencing'],Cabo Verde
ACHA GONZALEZ Pablo,Male,['Archery'],Spain
CANALES Elia,Female,['Archery'],Spain
PINA Jayla,Female,['Swimming'],Cabo Verde
MOREIRA Ivanusa,Female,['Boxing'],Cabo Verde
SORRIBES TORMO Sara,Female,['Tennis'],Spain
ALCARAZ Carlos,Male,['Tennis'],Spain
BUCSA Cristina,Female,['Tennis'],Spain
CARRENO BUSTA Pablo,Male,['Tennis'],Spain
GRANOLLERS Marcel,Male,['Tennis'],Spain
MARTINEZ Pedro,Male,['Tennis'],Spain
MUNAR Jaume,Male,['Tennis'],Spain
NADAL Rafael,Male,['Tennis'],Spain
YULDOSHEV Murodjon,Male,['Judo'],Uzbekistan
DIESSL Enzo,Male,['Athletics'],Austria
FUCHS Markus,Male,['Athletics'],Austria
GOGL-WALLI Susanne,Female,['Athletics'],Austria
HUDSON Victoria,Female,['Athletics'],Austria
MAYER Julia,Female,['Athletics'],Austria
PALLITSCH Raphael,Male,['Athletics'],Austria
WEISSHAIDINGER Lukas,Male,['Athletics'],Austria
KUHNLE Corinna,Female,['Canoe Slalom'],Austria
OSCHMAUTZ Felix,Male,['Canoe Slalom'],Austria
WOLFFHARDT Viktoria,Female,['Canoe Slalom'],Austria
BRANDL Lorena,Female,['Taekwondo'],Germany
LENNOX Hugo,Male,['Rugby Sevens'],Ireland
LYLE Abigail,Female,['Equestrian'],Ireland
O'CONNOR Austin,Male,['Equestrian'],Ireland
O'CONNOR Cian,Male,['Equestrian'],Ireland
COYLE Daniel,Male,['Equestrian'],Ireland
McKIBBIN Peter,Male,['Hockey'],Ireland
MARSHALL Kyle,Male,['Hockey'],Ireland
O'DONOGHUE Shane,Male,['Hockey'],Ireland
LYNCH Jonathan,Male,['Hockey'],Ireland
MURRAY Sean,Male,['Hockey'],Ireland
BROWN Peter,Male,['Hockey'],Ireland
ROBSON Michael,Male,['Hockey'],Ireland
WALSH Daragh,Male,['Hockey'],Ireland
WALKER Benjamin,Male,['Hockey'],Ireland
DUNCAN Jeremy,Male,['Hockey'],Ireland
McKEE John,Male,['Hockey'],Ireland
JOHNSON Ben,Male,['Hockey'],Ireland
NELSON Matthew,Male,['Hockey'],Ireland
RISSVEDS Jenny,Female,['Cycling Mountain Bike'],Sweden
WRIGHT Matthew,Male,['Triathlon'],Barbados
CAMPBELL Rajindra,Male,['Athletics'],Jamaica
CAMARA Seco,Male,['Athletics'],Guinea-Bissau
GOMIS Paivou Johnouario,Male,['Taekwondo'],Guinea-Bissau
AHOURE-DEMPS Murielle,Female,['Athletics'],Côte d'Ivoire
SUAD NATIQ,Male,['Football'],Iraq
AYMEN HUSSEIN,Male,['Football'],Iraq
IBRAHIM BAYESH,Male,['Football'],Iraq
SHAIG Aishath Ulya,Female,['Swimming'],Maldives
KANIWETE Kenaz,Male,['Athletics'],Kiribati
HAMZA Malak,Female,['Trampoline Gymnastics'],Egypt
ABDURAIMOV Aider,Male,['Boxing'],Ukraine
KHYZHNIAK Oleksandr,Male,['Boxing'],Ukraine
LOVCHYNSKYI Dmytro,Male,['Boxing'],Ukraine
BATAHOV Arsenii,Male,['Football'],Ukraine
BRAHARU Maksym,Male,['Football'],Ukraine
FESIUN Kiril,Male,['Football'],Ukraine
KRYSKIV Dmytro,Male,['Football'],Ukraine
MARTYNIUK Oleksandr,Male,['Football'],Ukraine
MYKHAILENKO Mykola,Male,['Football'],Ukraine
OCHERETKO Oleh,Male,['Football'],Ukraine
RUBCHYNSKYI Valentyn,Male,['Football'],Ukraine
SALIUK Volodymyr,Male,['Football'],Ukraine
SIKAN Danylo,Male,['Football'],Ukraine
SYCH Oleksii,Male,['Football'],Ukraine
TALOVIEROV Maksym,Male,['Football'],Ukraine
YERMAKOV Georgiy,Male,['Football'],Ukraine
CIRILO DUBOYS Yarisleidis,Female,['Canoe Sprint'],Cuba
LOPEZ LAMADRID Yinnoly Francheska,Female,['Canoe Sprint'],Cuba
PELIER CORDOVA Jose Ramon,Male,['Canoe Sprint'],Cuba
ABDELGHANY Abdelrahman,Male,['Judo'],Egypt
SAMY Youssry,Male,['Judo'],Egypt
TAKAYAWA Gerard,Male,['Judo'],Fiji
YARRAJI Jyothi,Female,['Athletics'],India
RAMRAJ Vithya,Female,['Athletics'],India
LE Duc Phat,Male,['Badminton'],Vietnam
TANG Chih-Chun,Male,['Archery'],Chinese Taipei
TAI Yu-Hsuan,Male,['Archery'],Chinese Taipei
LIN Zih-Siang,Male,['Archery'],Chinese Taipei
LEI Chien-Ying,Female,['Archery'],Chinese Taipei
CHIU Yi-Ching,Female,['Archery'],Chinese Taipei
LI Tsai-Chi,Female,['Archery'],Chinese Taipei
KARLSSON Lovisa,Female,['Sailing'],Sweden
DAHLBERG Anton,Male,['Sailing'],Sweden
BOBECK Vilma,Female,['Sailing'],Sweden
OLSSON Josefin,Female,['Sailing'],Sweden
JONSSON Hanna,Female,['Sailing'],Sweden
NETZLER Rebecca,Female,['Sailing'],Sweden
HJERTBERG Johanna,Female,['Sailing'],Sweden
JARUDD Emil,Male,['Sailing'],Sweden
SALPETER Lonah Chemtai,Female,['Athletics'],Israel
YANG Chun-Han,Male,['Athletics'],Chinese Taipei
PENG Ming-Yang,Male,['Athletics'],Chinese Taipei
MEHELBA Azmy,Male,['Shooting'],Egypt
HAMDY ABDELKADER Mohamed,Male,['Shooting'],Egypt
TIYOURI Maor,Female,['Athletics'],Israel
BATBAYAR Enkhkhuslen,Female,['Swimming'],Mongolia
KHALIL Remas,Female,['Shooting'],Egypt
ELGOHARI Hala,Female,['Shooting'],Egypt
ABOUSHOKKA Amira,Female,['Shooting'],Egypt
IBRAHIM Omar,Male,['Shooting'],Egypt
NWANDU Adaku,Female,['Swimming'],Nigeria
KORAYIEM Ibrahim Ahmad Mohammad,Male,['Shooting'],Egypt
KIKI Didier,Male,['Athletics'],Benin
CAN Sena,Female,['Shooting'],Türkiye
KELES Ismail,Male,['Shooting'],Türkiye
KOSTADINOVA Antoaneta,Female,['Shooting'],Bulgaria
TARHAN Sevval Ilayda,Female,['Shooting'],Türkiye
YILMAZ Simal,Female,['Shooting'],Türkiye
KIROV Kiril,Male,['Shooting'],Bulgaria
DIKEC Yusuf,Male,['Shooting'],Türkiye
TUZUN Oguzhan,Male,['Shooting'],Türkiye
KAYA Rumeysa Pelin,Female,['Shooting'],Türkiye
BELLO Ayomide Powei,Female,['Canoe Sprint'],Nigeria
JAMES Kirani,Male,['Athletics'],Grenada
OTUEDO Beauty Akinaere,Female,['Canoe Sprint'],Nigeria
GAZOZ Mete,Male,['Archery'],Türkiye
TUMER Berkim,Male,['Archery'],Türkiye
YILDIRMIS Abdullah,Male,['Archery'],Türkiye
PUCAR Tomislav,Male,['Table Tennis'],Croatia
GACINA Andrej,Male,['Table Tennis'],Croatia
ZELJKO Fili,Male,['Table Tennis'],Croatia
MALOBABIC Ivana,Female,['Table Tennis'],Croatia
GOKKIR Elif Berra,Female,['Archery'],Türkiye
ANGELOVA Desislava,Female,['Rowing'],Bulgaria
VASILEV Kristian,Male,['Rowing'],Bulgaria
MOHAMMED Nour Abbas,Female,['Shooting'],Egypt
ABDELHADY MOHAMED Omar Khaled,Male,['Shooting'],Egypt
ALEXIUSSON Agnes,Female,['Boxing'],Sweden
IBRAHIM Nebil,Male,['Boxing'],Sweden
ELSAYED ABUQARN Mai Magdy,Female,['Shooting'],Egypt
ASHMAWY Maggy,Female,['Shooting'],Egypt
KROU Youssef,Male,['Beach Volleyball'],France
GAUTHIER-RAT Arnaud,Male,['Beach Volleyball'],France
LYNEEL Julien,Male,['Beach Volleyball'],France
BASSEREAU Remi,Male,['Beach Volleyball'],France
RICHARD Alexia,Female,['Beach Volleyball'],France
PLACETTE Lezana,Female,['Beach Volleyball'],France
CHAMEREAU Aline,Female,['Beach Volleyball'],France
VIEIRA Clemence,Female,['Beach Volleyball'],France
NDUM Bacar,Male,['Wrestling'],Guinea-Bissau
IUNA FAFE Diamantino,Male,['Wrestling'],Guinea-Bissau
AUBOECK Felix,Male,"['Marathon Swimming', 'Swimming']",Austria
BAYER Valentin,Male,['Swimming'],Austria
BUCHER Simon,Male,['Swimming'],Austria
ESPERNBERGER Martin,Male,['Swimming'],Austria
GIGLER Heiko,Male,['Swimming'],Austria
HERCOG Jan,Male,['Marathon Swimming'],Austria
KREUNDL Lena,Female,['Swimming'],Austria
REITSHAMMER Bernhard,Male,['Swimming'],Austria
ALEXANDRI Anna-Maria,Female,['Artistic Swimming'],Austria
ALEXANDRI Eirini-Marina,Female,['Artistic Swimming'],Austria
KNOLL Anton,Male,['Diving'],Austria
COX Anthony,Male,['Athletics'],Jamaica
FREIRE Samuel,Male,['Athletics'],Cabo Verde
JAWAID Marlena,Female,['Modern Pentathlon'],Sweden
HOOST Irvin,Male,['Swimming'],Suriname
LIN Yu-Tang,Male,['Athletics'],Chinese Taipei
TEWA Waisake,Male,['Athletics'],Fiji
ZHANG Bo-Ya,Female,['Athletics'],Chinese Taipei
IIJIMA Manami,Female,['Triathlon'],Guam
AQUINO Mia Lahnee Ramos,Female,['Wrestling'],Guam
AQUINO Rckaela Maree Ramos,Female,['Wrestling'],Guam
BOLTABOEV Sharofiddin,Male,['Judo'],Uzbekistan
LIEN Chen-Ling,Female,['Judo'],Chinese Taipei
YANG Yung Wei,Male,['Judo'],Chinese Taipei
LIN Chen-Hao,Female,['Judo'],Chinese Taipei
ABO-ALRUB Rama,Female,['Taekwondo'],Jordan
FRANCISCO Sydney,Female,['Athletics'],Palau
ALKHAWALDEH Moath,Male,['Athletics'],Jordan
ABU AL SOUD Ahmad,Male,['Artistic Gymnastics'],Jordan
HENDRICK Noel,Male,['Canoe Slalom'],Ireland
BOBONOV Davlat,Male,['Judo'],Uzbekistan
TUROBOYEV Muzaffarbek,Male,['Judo'],Uzbekistan
AL-WIR Amro,Male,['Swimming'],Jordan
BELBEISI Karin,Female,['Swimming'],Jordan
HOERL Julian,Male,['Beach Volleyball'],Austria
HORST Alexander,Male,['Beach Volleyball'],Austria
OZBEK Muhammed,Male,['Weightlifting'],Türkiye
ABAY Burak,Male,['Cycling Road'],Türkiye
OZBAY Elis,Female,['Rowing'],Türkiye
ACET Alperen,Male,['Athletics'],Türkiye
TEKDAL Ayse,Female,['Athletics'],Türkiye
AKCAM Berke,Male,['Athletics'],Türkiye
SAVASKAN Buse,Female,['Athletics'],Türkiye
TUGSUZ Eda,Female,['Athletics'],Türkiye
DERELI Emel,Female,['Athletics'],Türkiye
GROSSSCHARTNER Felix,Male,['Cycling Road'],Austria
HALLER Marco,Male,['Cycling Road'],Austria
KOKAS Raphael,Male,['Cycling Track'],Austria
SCHMIDBAUER Maximilian,Male,['Cycling Track'],Austria
WAFLER Tim,Male,['Cycling Track'],Austria
FOIDL Maximilian,Male,['Cycling Mountain Bike'],Austria
MITTERWALLNER Mona,Female,['Cycling Mountain Bike'],Austria
STIGGER Laura,Female,['Cycling Mountain Bike'],Austria
KIESENHOFER Anna,Female,['Cycling Road'],Austria
SCHWEINBERGER Christina,Female,['Cycling Road'],Austria
SASMA Ersu,Male,['Athletics'],Türkiye
VEOCIC Gabrijel,Male,['Boxing'],Croatia
OZBILEN Kaan Kigen,Male,['Athletics'],Türkiye
OZER Kayhan,Male,['Athletics'],Türkiye
DEMIR Mazlum,Male,['Athletics'],Türkiye
BEKMEZ Meryem,Female,['Athletics'],Türkiye
ER Necati,Male,['Athletics'],Türkiye
BALTACI Ozkan,Male,['Athletics'],Türkiye
MOERZ Charlize,Female,['Artistic Gymnastics'],Austria
WIZANI Benny,Male,['Trampoline Gymnastics'],Austria
BORCHASHVILI Wachid,Male,['Judo'],Austria
FARA Aaron,Male,['Judo'],Austria
GASSNER Samuel,Male,['Judo'],Austria
PIOVESANA Lubjana,Female,['Judo'],Austria
POLLERES Michaela,Female,['Judo'],Austria
TANZER Katharina,Female,['Judo'],Austria
HABESOHN Daniel,Male,['Table Tennis'],Austria
POLCANOVA Sofia,Female,['Table Tennis'],Austria
ABICHT Lorena,Female,['Sailing'],Austria
BILDSTEIN Benjamin,Male,['Sailing'],Austria
BONTUS Valentin,Male,['Sailing'],Austria
FRANK Tanja,Female,['Sailing'],Austria
HABERL Lukas,Male,['Sailing'],Austria
HUSSL David,Male,['Sailing'],Austria
KORNELLI Alina,Female,['Sailing'],Austria
MAEHR Lukas,Male,['Sailing'],Austria
VADLAU Lara,Female,['Sailing'],Austria
GAYLE Tajay,Male,['Athletics'],Jamaica
CRUZ Darian Toi,Male,['Wrestling'],Puerto Rico
LOPEZ de JESUS Juanma,Male,['Boxing'],Puerto Rico
TUGADE-WATSON Regine,Female,['Athletics'],Guam
GREEN Joseph,Male,['Athletics'],Guam
ESCANO Maria,Female,['Judo'],Guam
CHIA Aaron,Male,['Badminton'],Malaysia
HOSEI Yuri,Female,['Swimming'],Palau
DZHUZUPBEKOV Uzur,Male,['Wrestling'],Kyrgyzstan
ISMAILOV Amantur,Male,['Wrestling'],Kyrgyzstan
CHEN Tang Jie,Male,['Badminton'],Malaysia
GOH Jin Wei,Female,['Badminton'],Malaysia
LEE Zii Jia,Male,['Badminton'],Malaysia
OZYUKSEL Ilke,Female,['Modern Pentathlon'],Türkiye
MAKHMUDOV Akzhol,Male,['Wrestling'],Kyrgyzstan
UNAL Bugra,Male,['Modern Pentathlon'],Türkiye
SHARSHENBEKOV Zholaman,Male,['Wrestling'],Kyrgyzstan
SAMBA Abderrahman,Male,['Athletics'],Qatar
HEMEIDA Bassem,Male,['Athletics'],Qatar
BARSHIM Mutaz Essa,Male,['Athletics'],Qatar
ABAKAR Ismail Doudai,Male,['Athletics'],Qatar
ABDALLA Abubaker Haydar,Male,['Athletics'],Qatar
YAHIA IBRAHIM Ammar Ismail,Male,['Athletics'],Qatar
KHASLAKHANAU Abubakar,Male,['Wrestling'],AIN
RECBER Hakan,Male,['Taekwondo'],Türkiye
ATESLI Emre Kutalmis,Male,['Taekwondo'],Türkiye
DINCEL KAVURAT Merve,Female,['Taekwondo'],Türkiye
ILGUN Hatice Kubra,Female,['Taekwondo'],Türkiye
KUS AYDIN Nafia,Female,['Taekwondo'],Türkiye
COX Stephen,Male,['Rowing'],Zimbabwe
TROFIMOVA Sardana,Female,['Athletics'],Kyrgyzstan
CERNOGORAZ Giovanni,Male,['Shooting'],Croatia
ABO YAMAN Zaid,Male,['Table Tennis'],Jordan
KORKMAZ Salih,Male,['Athletics'],Türkiye
MUZRAPOV Favoris,Male,['Athletics'],Tajikistan
YUSUPOV Alisher,Male,['Judo'],Uzbekistan
KURBONOVA Khalimajon,Female,['Judo'],Uzbekistan
DANISMAZ Tugba,Female,['Athletics'],Türkiye
GLINKA Alisa,Female,['Equestrian'],Republic of Moldova
JIDDOU Salam,Male,['Football'],Mali
ROBU Marin,Male,['Weightlifting'],Republic of Moldova
COPELLO Yasmani,Male,['Athletics'],Türkiye
KELDIYOROVA Diyora,Female,['Judo'],Uzbekistan
IMADOUCHENE Romain,Male,['Weightlifting'],France
KINGUE MATAM Bernardin,Male,['Weightlifting'],France
FEGUE Marie,Female,['Weightlifting'],France
TCHAKOUNTE Dora,Female,['Weightlifting'],France
CINAR Deniz,Male,['Sailing'],Türkiye
GUZEL Ecem,Female,['Sailing'],Türkiye
CITAK Yigit Yalcin,Male,['Sailing'],Türkiye
VATAN Merve,Female,['Sailing'],Türkiye
ATAKAN Derin,Female,['Sailing'],Türkiye
KAYNAR Alican,Male,['Sailing'],Türkiye
KAYNAKCI Beste,Female,['Sailing'],Türkiye
DIOMANDE Ahmed,Male,['Football'],Mali
NALBANTOGLU Lara,Female,['Sailing'],Türkiye
DEFAY Johanne,Female,['Surfing'],France
FIERRO Vahine,Female,['Surfing'],France
VAAST Kauli,Male,['Surfing'],France
DURU Joan,Male,['Surfing'],France
TRAORE Boubacar,Male,['Football'],Mali
KHOJAZODA Behruzi,Male,['Judo'],Tajikistan
PARCHMENT Hansle,Male,['Athletics'],Jamaica
SEVILLE Oblique,Male,['Athletics'],Jamaica
RAKHIMOV Temur,Male,['Judo'],Tajikistan
BRATHWAITE Rikkoi,Male,['Athletics'],"Virgin Islands, B"
McMASTER Kyron,Male,['Athletics'],"Virgin Islands, B"
DABONNE Zouleiha Abzetta,Female,['Judo'],Côte d'Ivoire
HONGTEN,Male,['Breaking'],Korea
OGUNSANYA Christianah Tolulope,Female,['Wrestling'],Nigeria
OBORUDUDU Blessing,Female,['Wrestling'],Nigeria
RUEBEN Hannah Amuchechi,Female,['Wrestling'],Nigeria
ADEKUOROYE Odunayo Folasade,Female,['Wrestling'],Nigeria
KOLAWOLE Esther Omolayo,Female,['Wrestling'],Nigeria
ADAM Ibadulla,Male,['Athletics'],Maldives
MUTUWA Ashton Adeyemi,Male,['Wrestling'],Nigeria
SURMENELI Busenaz,Female,['Boxing'],Türkiye
ARICAN Ferhat,Male,['Artistic Gymnastics'],Türkiye
COLAK Ibrahim,Male,['Artistic Gymnastics'],Türkiye
ONDER Ahmet,Male,['Artistic Gymnastics'],Türkiye
ASIL Adem,Male,['Artistic Gymnastics'],Türkiye
NGUYEN Thuy Linh,Female,['Badminton'],Vietnam
DODANLI Emre,Male,['Artistic Gymnastics'],Türkiye
CAKIROGLU Buse Naz,Female,['Boxing'],Türkiye
AKBAS Hatice,Female,['Boxing'],Türkiye
OZER Gizem,Female,['Boxing'],Türkiye
AMINOVA Shukurjon,Female,['Judo'],Uzbekistan
GUMUS Samet,Male,['Boxing'],Türkiye
YILDIZ KAHRAMAN Esra,Female,['Boxing'],Türkiye
AYKUTSUN Kaan,Male,['Boxing'],Türkiye
MATNIYAZOVA Gulnoza,Female,['Judo'],Uzbekistan
KURBANBAEVA Iriskhon,Female,['Judo'],Uzbekistan
ADOLF Balazs,Male,['Canoe Sprint'],Hungary
ZHUMANAZAROVA Meerim,Female,['Wrestling'],Kyrgyzstan
VO Thi My Tien,Female,['Swimming'],Vietnam
NGUYEN Thi Huong,Female,['Canoe Sprint'],Vietnam
LAZOVIC Dejan,Male,['Water Polo'],Montenegro
MATKOVIC Dusan,Male,['Water Polo'],Montenegro
MRSIC Marko,Male,['Water Polo'],Montenegro
PERKOVIC Miroslav,Male,['Water Polo'],Montenegro
POPADIC Vlado,Male,['Water Polo'],Montenegro
PANSTKHAVA Noe,Male,['Swimming'],Georgia
RADOVIC Vasilije,Male,['Water Polo'],Montenegro
SPAIC Vladan,Male,['Water Polo'],Montenegro
CSIPES Tamara,Female,['Canoe Sprint'],Hungary
CSIZMADIA Kolos Attila,Male,['Canoe Sprint'],Hungary
PHAM Thi Hue,Female,['Rowing'],Vietnam
TESANOVIC Petar,Male,['Water Polo'],Montenegro
LLAVADOR Carlos,Male,['Fencing'],Spain
MARTIN-PORTUGUES Lucia,Female,['Fencing'],Spain
NIZHARADZE Ana,Female,['Swimming'],Georgia
VUJOVIC Jovan,Male,['Water Polo'],Montenegro
MACIC Aljosa,Male,['Water Polo'],Montenegro
RADOVIC Duro,Male,['Water Polo'],Montenegro
VIDOVIC Stefan,Male,['Water Polo'],Montenegro
BENATI Lorenzo,Male,['Athletics'],Italy
RIGALI Roberto,Male,['Athletics'],Italy
SIMONELLI Lorenzo Ndele,Male,['Athletics'],Italy
CESTONARO Ottavia,Female,['Athletics'],Italy
PALMISANO Antonella,Female,['Athletics'],Italy
STANO Massimo,Male,['Athletics'],Italy
TRAPLETTI Valentina,Female,['Athletics'],Italy
MELON Chiara,Female,['Athletics'],Italy
PETTOROSSI Diego Aldo,Male,['Athletics'],Italy
DIARRA Brahima,Male,['Football'],Mali
DORIA VILARRUBLA Monica,Female,['Canoe Slalom'],Andorra
DURDIC Bogdan,Male,['Water Polo'],Montenegro
VERGIAT Timothe,Male,['3x3 Basketball'],France
SEGUELA Franck,Male,['3x3 Basketball'],France
DUSSOULIER Lucas,Male,['3x3 Basketball'],France
RAMBAUT Jules,Male,['3x3 Basketball'],France
DOUMBIA Cheickna,Male,['Football'],Mali
SZEREMETA Julia,Female,['Boxing'],Poland
RYGIELSKA Aneta,Female,['Boxing'],Poland
SACO Coli,Male,['Football'],Mali
WOJCIK Elzbieta,Female,['Boxing'],Poland
PIZZOLATO Antonino,Male,['Weightlifting'],Italy
MAGISTRIS Lucrezia,Female,['Weightlifting'],Italy
MASSIDDA Sergio,Male,['Weightlifting'],Italy
FEJES Daniel,Male,['Canoe Sprint'],Hungary
FOJT Sara,Female,['Canoe Sprint'],Hungary
VALODZKA Siuzanna,Female,['Weightlifting'],AIN
GAZSO Alida Dora,Female,['Canoe Sprint'],Hungary
HAJDU Jonatan Daniel,Male,['Canoe Sprint'],Hungary
BURZALOVA Hana,Female,['Athletics'],Slovakia
CERNY Dominik,Male,['Athletics'],Slovakia
FIZEL Marius,Male,['Judo'],Slovakia
FORSTER Viktoria,Female,['Athletics'],Slovakia
GAJANOVA Gabriela,Female,['Athletics'],Slovakia
